gene10007	LOC105883949
gene10292	LOC105864770
gene10293	LOC105865881
gene10294	LOC105865885
gene10296	LOC105865893
gene10297	LOC105865689
gene105	LOC105872707
gene10298	LOC105865900
gene10299	LOC105865905
gene10300	LOC105865908
gene10301	LOC105865915
gene10302	LOC105865922
gene10303	LOC105865721
gene10304	LOC105865695
gene10305	LOC105865711
gene10306	LOC105865639
gene10307	LOC105865633
gene10308	LOC105865838
gene10309	LOC105865828
gene10310	LOC105865823
gene10312	LOC105865949
gene10313	LOC105865811
gene10314	LOC105865819
gene10315	LOC105865799
gene10316	LOC105865628
gene10317	LOC105865790
gene10318	NEUROD4
gene10319	TESPA1
gene10320	LOC105871591
gene10321	PPP1R1A
gene10322	PDE1B
gene10323	NCKAP1L
gene10324	LOC105871267
gene10325	GTSF1
gene10326	LOC109730922
gene10327	ITGA5
gene10328	ZNF385A
gene10329	GPR84
gene10330	COPZ1
gene10331	NFE2
gene10332	HNRNPA1
gene10333	CBX5
gene10334	LOC105871587
gene10335	SMUG1
gene10336	LOC105871111
gene10337	LOC105871107
gene10338	HOXC4
gene10339	HOXC5
gene10340	HOXC6
gene10341	HOXC8
gene10342	HOXC9
gene10343	LOC105871103
gene10344	HOXC10
gene10345	HOXC11
gene10346	LOC105871021
gene10347	HOXC12
gene10348	HOXC13
gene10349	LOC105870992
gene10350	LOC105871006
gene106	LOC105872708
gene10351	CALCOCO1
gene10352	ATP5G2
gene10353	ATF7
gene10355	LOC105870963
gene10356	LOC105870967
gene10357	NPFF
gene10358	TARBP2
gene10359	MAP3K12
gene10360	PCBP2
gene10361	AMHR2
gene10362	SP1
gene10363	LOC105870783
gene10364	SP7
gene10365	AAAS
gene10366	C7H12orf10
gene10367	PFDN5
gene10368	ESPL1
gene10369	LOC105870735
gene10370	MFSD5
gene10371	RARG
gene10372	ITGB7
gene10373	ZNF740
gene10374	CSAD
gene10375	LOC109730865
gene10376	SOAT2
gene10377	IGFBP6
gene10378	SPRYD3
gene10379	TNS2
gene10380	EIF4B
gene10381	KRT18
gene10382	LOC105870566
gene10383	KRT8
gene107	HACL1
gene10384	KRT78
gene10385	KRT79
gene10386	KRT4
gene10387	KRT3
gene10388	KRT76
gene10389	LOC105871485
gene10390	LOC105871481
gene10391	KRT77
gene10392	KRT1
gene10393	KRT2
gene10394	LOC105870466
gene10395	KRT72
gene10396	KRT74
gene10397	KRT71
gene10398	KRT5
gene10399	LOC105871471
gene10400	LOC105870509
gene10401	LOC105871463
gene10402	LOC105870419
gene10403	KRT82
gene10404	KRT84
gene10405	LOC105870410
gene10406	LOC105870405
gene10407	LOC105870401
gene10409	LOC105870380
gene10410	LOC105870393
gene10412	KRT7
gene10414	C7H12orf80
gene10415	KRT80
gene10416	LOC105870364
gene10417	ATG101
gene10418	NR4A1
gene10419	LOC105870305
gene10420	GRASP
gene10421	LOC105870304
gene10422	ACVR1B
gene10423	ACVRL1
gene10424	ANKRD33
gene10425	LOC105870279
gene10426	FIGNL2
gene10427	SCN8A
gene10428	SLC4A8
gene10429	LOC109730866
gene10430	LOC105870225
gene10433	GALNT6
gene10434	LOC105870229
gene10435	CELA1
gene10436	BIN2
gene10438	SMAGP
gene10439	DAZAP2
gene10440	LOC105870147
gene10441	POU6F1
gene1013	LOC109730861
gene10443	TFCP2
gene10444	CSRNP2
gene10445	LETMD1
gene10446	LOC105870061
gene1014	TIGIT
gene10447	LOC105870068
gene10448	LOC105870047
gene10449	HIGD1C
gene10450	METTL7A
gene10452	LOC105871425
gene10453	TMPRSS12
gene10454	ATF1
gene10455	LOC105870002
gene10456	LOC105869996
gene10457	LOC105870021
gene10458	DIP2B
gene10459	LOC105870026
gene10460	LOC105870039
gene10461	LARP4
gene1015	ZNF80
gene10462	LOC105869939
gene10463	FAM186A
gene10464	LOC105871308
gene10465	LOC105869926
gene10466	LOC105869922
gene10467	LIMA1
gene1016	DRD3
gene10468	CERS5
gene10469	LOC105869867
gene10470	GPD1
gene10471	SMARCD1
gene1017	QTRT2
gene10472	ASIC1
gene10473	LOC109730867
gene10474	RACGAP1
gene10475	LOC109730868
gene1018	CCDC191
gene10476	LOC105869823
gene10477	AQP6
gene10478	AQP5
gene10479	LOC105869796
gene10480	AQP2
gene10481	LOC105869794
gene10482	LOC109730869
gene10483	FAIM2
gene10484	BCDIN3D
gene10485	NCKAP5L
gene10486	TMBIM6
gene10488	FMNL3
gene10489	PRPF40B
gene10490	FAM186B
gene10491	MCRS1
gene10492	KCNH3
gene10493	SPATS2
gene10495	DNAJC22
gene10496	LOC109730924
gene10497	C1QL4
gene1019	ZDHHC23
gene10498	TROAP
gene10499	PRPH
gene10500	TUBA1C
gene10502	LOC105869518
gene10503	LOC105869496
gene10505	LOC105869484
gene10506	LOC105869479
gene10507	LMBR1L
gene10508	DHH
gene10509	RHEBL1
gene10510	KMT2D
gene10511	PRKAG1
gene10512	DDN
gene10513	WNT1
gene10514	WNT10B
gene10515	ARF3
gene10516	FKBP11
gene10517	CCDC65
gene10518	RND1
gene10519	DDX23
gene10520	CACNB3
gene10521	LOC105868210
gene10522	ADCY6
gene10523	LOC105868099
gene10524	CCNT1
gene10525	KANSL2
gene10526	LALBA
gene10527	LOC105871377
gene10530	LOC105871366
gene10531	C7H12orf54
gene10532	LOC105867183
gene10533	ZNF641
gene1020	GRAMD1C
gene10534	LOC105866980
gene10535	LOC105866176
gene10536	LOC105871356
gene10537	LOC105866385
gene1021	LOC105883929
gene10538	CCDC184
gene10539	ASB8
gene10540	PFKM
gene10541	SENP1
gene1022	ATP6V1A
gene10542	COL2A1
gene10543	TMEM106C
gene1023	LOC105883926
gene10544	VDR
gene10545	HDAC7
gene10546	SLC48A1
gene10547	RAPGEF3
gene1024	NAA50
gene10548	LOC105865431
gene10549	ENDOU
gene10550	LOC105864864
gene10551	RPAP3
gene10552	PCED1B
gene10553	LOC105864757
gene10554	AMIGO2
gene10555	LOC105864185
gene10556	LOC105864217
gene10557	SLC38A4
gene10558	LOC105863982
gene10559	LOC105863933
gene10560	LOC105863362
gene10561	SLC38A2
gene10562	SLC38A1
gene10563	LOC105862893
gene10564	SCAF11
gene10565	LOC105862837
gene10567	LOC105871300
gene10568	ARID2
gene10569	LOC105862557
gene10570	ANO6
gene10571	DBX2
gene10572	NELL2
gene10573	TMEM117
gene10574	TWF1
gene10575	IRAK4
gene10576	PUS7L
gene1025	USF3
gene10578	ADAMTS20
gene10580	LOC105871501
gene10582	PRICKLE1
gene10583	PPHLN1
gene10585	LOC105860926
gene10586	ZCRB1
gene10587	YAF2
gene10589	GXYLT1
gene10591	LOC105871498
gene10592	LOC105871492
gene10593	PDZRN4
gene10594	CNTN1
gene10597	LOC105877957
gene10598	GPR182
gene10599	ZBTB39
gene10600	TAC3
gene1026	SIDT1
gene10601	MYO1A
gene10603	NEMP1
gene10604	NAB2
gene10605	STAT6
gene10606	LRP1
gene10607	NXPH4
gene10608	SHMT2
gene10609	NDUFA4L2
gene10610	LOC105877971
gene10611	STAC3
gene10612	R3HDM2
gene10613	LOC105877975
gene10614	GLI1
gene10615	ARHGAP9
gene10616	MARS
gene10617	DDIT3
gene10618	MBD6
gene10619	DCTN2
gene10620	KIF5A
gene10621	PIP4K2C
gene10622	LOC105877991
gene10623	DTX3
gene10624	ARHGEF25
gene10625	LOC105877992
gene10626	SLC26A10
gene10627	B4GALNT1
gene10628	OS9
gene108	LOC105872709
gene10629	LOC105877997
gene10630	AGAP2
gene10631	TSPAN31
gene10632	CDK4
gene10633	MARCH9
gene10634	LOC105877998
gene10635	METTL1
gene10636	EEF1AKMT3
gene10637	TSFM
gene10638	AVIL
gene10639	CTDSP2
gene10640	LOC105878007
gene10641	LOC105878009
gene10642	LOC105878010
gene10643	ATP23
gene10644	LOC105878020
gene10645	LOC109730871
gene10646	LOC105878012
gene10647	LOC105878011
gene10649	LRIG3
gene10650	LOC105878024
gene10652	SLC16A7
gene10654	LOC105878017
gene10656	LOC105878026
gene10657	LOC105878027
gene10659	FAM19A2
gene10661	USP15
gene1027	LOC109730870
gene10662	LOC105880951
gene10663	LOC105880953
gene1028	SPICE1
gene10664	MON2
gene10665	LOC105880937
gene10666	PPM1H
gene10667	LOC105880940
gene10668	AVPR1A
gene10669	TMEM5
gene10670	SRGAP1
gene10672	C7H12orf66
gene10673	LOC105880963
gene10674	C7H12orf56
gene10675	LOC105880964
gene10676	XPOT
gene10677	TBK1
gene10678	RASSF3
gene10679	GNS
gene109	BTD
gene10680	TBC1D30
gene10681	LOC105880972
gene10682	LOC105880971
gene10683	WIF1
gene10684	LOC105880941
gene10685	LEMD3
gene10686	MSRB3
gene10687	LOC105880975
gene10688	HMGA2
gene10689	LLPH
gene10690	LOC105880979
gene10691	FHIT
gene10692	TMBIM4
gene10693	IRAK3
gene10694	HELB
gene10695	GRIP1
gene10697	LOC109730873
gene10698	LOC105880986
gene10699	CAND1
gene10701	DYRK2
gene10702	LOC105880989
gene10703	IFNG
gene10704	IL26
gene10705	IL22
gene10706	MDM1
gene10707	LOC105880991
gene10708	RAP1B
gene10709	NUP107
gene10711	SLC35E3
gene10713	LOC105880996
gene10714	C7H12orf40
gene10715	ABCD2
gene10716	KIF21A
gene10717	LOC105881000
gene10718	CPNE8
gene10719	LOC109730875
gene1030	CFAP44
gene10720	LOC105880945
gene10721	LOC105881001
gene10722	LOC105881003
gene10723	SYT10
gene10724	LOC109730876
gene1031	BOC
gene10725	LOC109730877
gene10727	LOC105865610
gene10729	LOC105865617
gene10730	LOC105865758
gene10731	LOC105865601
gene10732	SDR9C7
gene10733	LOC105865568
gene10735	LOC109730879
gene10737	PRIM1
gene10738	NACA
gene10739	PTGES3
gene10741	LOC105865739
gene10742	LOC105865518
gene10743	LOC109730880
gene10744	BAZ2A
gene1032	LOC105883916
gene10745	RBMS2
gene10746	GLS2
gene1033	GTPBP8
gene10747	SPRYD4
gene10748	MIP
gene10749	TIMELESS
gene10750	APOF
gene10751	STAT2
gene10752	IL23A
gene10753	PAN2
gene10754	CNPY2
gene10755	CS
gene10756	COQ10A
gene10757	LOC105865356
gene10758	ANKRD52
gene10759	SLC39A5
gene10760	NABP2
gene10761	RNF41
gene10762	LOC109730881
gene10763	TRNAS-CGA
gene10764	SMARCC2
gene1034	NEPRO
gene110	ANKRD28
gene10765	MYL6
gene10766	MYL6B
gene10767	ESYT1
gene10768	ZC3H10
gene10769	LOC105865056
gene10770	PA2G4
gene10771	LOC105865059
gene10772	ERBB3
gene10774	RPS26
gene10775	LOC105864961
gene10776	LOC105865011
gene10777	SUOX
gene10778	RAB5B
gene10779	PMEL
gene10780	CDK2
gene10781	DGKA
gene10782	PYM1
gene10784	MMP19
gene10785	LOC105864877
gene10786	DNAJC14
gene10787	ORMDL2
gene10788	SARNP
gene10789	GDF11
gene10790	CD63
gene10791	RDH5
gene10792	BLOC1S1
gene10793	ITGA7
gene10794	METTL7B
gene10795	LOC105865945
gene1035	CD200R1
gene10796	LOC105865939
gene10797	LOC105865934
gene10799	LOC105865927
gene10800	LOC105865729
gene10801	LOC105865727
gene10802	LOC109730882
gene10803	LOC105884799
gene10806	LOC105884878
gene10807	PKP2
gene10809	YARS2
gene10810	DNM1L
gene10811	FGD4
gene10813	LOC109730883
gene10814	BICD1
gene10817	KIAA1551
gene10818	LOC105884885
gene10819	AMN1
gene10821	LOC105876620
gene10822	TM7SF3
gene10823	FGFR1OP2
gene1036	LOC105883911
gene10824	INTS13
gene10825	ITPR2
gene10826	SSPN
gene10827	BHLHE41
gene10828	LOC105857280
gene10829	LOC105857281
gene10830	RASSF8
gene10831	LMNTD1
gene10832	LOC105857298
gene10833	KRAS
gene10834	ETFRF1
gene10835	CASC1
gene10836	LRMP
gene10837	LOC105857289
gene10838	LOC109730887
gene10839	LOC105857256
gene10840	LOC109730886
gene10841	C7H12orf77
gene10842	BCAT1
gene10843	LOC105857291
gene10845	SOX5
gene1037	LOC105883890
gene10846	LOC105882796
gene10847	LOC105882795
gene10848	LOC105882792
gene10849	ETNK1
gene1038	CCDC80
gene10850	C2CD5
gene1039	SLC35A5
gene10852	ST8SIA1
gene10853	LOC105882801
gene10854	LOC105882802
gene10855	CMAS
gene10857	ABCC9
gene10858	KCNJ8
gene10859	LDHB
gene10860	GYS2
gene10861	SPX
gene10862	GOLT1B
gene10863	RECQL
gene10864	PYROXD1
gene10865	SLCO1A2
gene10866	IAPP
gene10868	SLCO1B3
gene10869	SLCO1C1
gene10870	PDE3A
gene10872	LOC105882794
gene10873	LOC105882817
gene10874	AEBP2
gene10875	PLEKHA5
gene10876	LOC109730889
gene10878	LOC105882823
gene10879	CAPZA3
gene10880	PLCZ1
gene10881	PIK3C2G
gene10883	RERGL
gene10884	LOC105877400
gene10885	LOC105877401
gene10886	LOC105877402
gene10887	LOC105877386
gene10888	LMO3
gene10889	LOC105877403
gene1040	ATG3
gene10890	LOC105877388
gene10891	MGST1
gene10892	SLC15A5
gene10893	DERA
gene10894	STRAP
gene10895	EPS8
gene10896	PTPRO
gene10897	RERG
gene10898	LOC105877394
gene10900	LOC105872236
gene10902	PDE6H
gene1041	BTLA
gene10903	ARHGDIB
gene10904	ERP27
gene10905	MGP
gene10906	ART4
gene10907	C7H12orf60
gene10908	SMCO3
gene10909	WBP11
gene10910	LOC105865287
gene10911	LOC105865286
gene1042	CD200
gene10912	LOC105865276
gene10914	GUCY2C
gene10915	LOC105865284
gene10916	PLBD1
gene10917	ATF7IP
gene10919	LOC109730890
gene10920	LOC105876683
gene10921	LOC109730919
gene10923	LOC105876684
gene10924	GRIN2B
gene10925	LOC109730891
gene10926	LOC105876686
gene10928	EMP1
gene10929	GSG1
gene10930	FAM234B
gene10933	HEBP1
gene10934	GPRC5D
gene10935	GPRC5A
gene10936	LOC105876694
gene10937	DDX47
gene10938	APOLD1
gene10939	CDKN1B
gene10940	GPR19
gene10942	CREBL2
gene10943	DUSP16
gene10944	BORCS5
gene10945	ETV6
gene10947	LOC105865254
gene10948	LOC105865222
gene10949	LOC105863876
gene10950	LOC105863884
gene10952	MANSC1
gene1043	SLC9C1
gene10953	LRP6
gene10954	BCL2L14
gene10955	LOC105862750
gene10956	TAS2R42
gene10957	SMIM10L1
gene10958	LOC105862751
gene10959	LOC105862754
gene10961	TAS2R14
gene10963	LOC105862746
gene10965	LOC105858374
gene10966	TAS2R10
gene10967	TAS2R8
gene10968	TAS2R7
gene10969	LOC105858381
gene10970	LOC105858384
gene10971	YBX3
gene10972	STYK1
gene10973	MAGOHB
gene10974	LOC105858380
gene10975	LOC105858382
gene10976	LOC105866288
gene10977	LOC105858372
gene10978	LOC105866289
gene1044	GCSAM
gene10981	LOC105866290
gene10982	LOC105866292
gene10984	LOC105866294
gene10985	LOC105866299
gene10986	LOC105866296
gene10988	LOC105866295
gene10989	LOC105866298
gene10990	LOC105866286
gene10991	LOC105866305
gene10992	LOC105866304
gene10993	GABARAPL1
gene10994	LOC105866302
gene10995	LOC109730894
gene10996	TMEM52B
gene10997	OLR1
gene10998	CLEC7A
gene10999	CLEC1A
gene1045	C1H3orf52
gene11000	CLEC9A
gene11001	CLEC12A
gene11004	CLEC2B
gene11005	LOC105857552
gene1046	TMPRSS7
gene11007	CD69
gene11008	CLECL1
gene11009	LOC105857543
gene11010	LOC109730897
gene11011	KLRB1
gene1047	TAGLN3
gene11012	CLEC2D
gene11013	LOC105861538
gene11014	LOC105861536
gene11017	LOC105861533
gene1048	ABHD10
gene11018	LOC105861535
gene11019	LOC105878288
gene11020	KLRG1
gene11021	M6PR
gene11022	PHC1
gene11023	LOC105878279
gene1049	PHLDB2
gene11024	A2ML1
gene11025	LOC109730901
gene11026	LOC105878292
gene11027	RIMKLB
gene11029	MFAP5
gene11030	LOC105878286
gene11032	APOBEC1
gene11033	GDF3
gene11034	DPPA3
gene11035	CLEC4C
gene11036	LOC105878270
gene11037	LOC105878284
gene11038	LOC105878283
gene11039	LOC105878282
gene11040	LOC109730902
gene11041	NANOGNB
gene11042	NANOG
gene11044	LOC105878269
gene11045	LOC109730899
gene11046	LOC105870990
gene11048	FOXJ2
gene11049	C3AR1
gene11050	NECAP1
gene11051	LOC109730903
gene11052	LOC105868980
gene11054	CLEC6A
gene11055	LOC105869091
gene11056	CLEC4D
gene11057	CLEC4E
gene11059	LOC105868985
gene11060	LOC105869074
gene11061	LOC105869081
gene11062	LOC105869080
gene11063	LOC109730904
gene11064	LOC105869082
gene11065	LOC105869079
gene11066	LOC105869005
gene11067	PEX5
gene11068	CLSTN3
gene11069	LOC105869072
gene11070	RBP5
gene11071	C1RL
gene11072	C1R
gene11073	C1S
gene11074	LOC105868989
gene11075	LPCAT3
gene11076	EMG1
gene11077	PHB2
gene11078	LOC105868991
gene11079	PTPN6
gene11080	C7H12orf57
gene11081	ATN1
gene11082	ENO2
gene11083	LRRC23
gene11084	SPSB2
gene11085	TPI1
gene11086	USP5
gene11087	CDCA3
gene11088	GNB3
gene11089	P3H3
gene11090	GPR162
gene11091	CD4
gene11092	LAG3
gene11093	PTMS
gene11094	MLF2
gene11095	LOC105869024
gene11096	COPS7A
gene11097	PIANP
gene11098	ZNF384
gene11099	ING4
gene11100	ACRBP
gene11101	LPAR5
gene11102	CHD4
gene11103	NOP2
gene11104	IFFO1
gene11105	GAPDH
gene11106	NCAPD2
gene1050	LOC105883900
gene11107	MRPL51
gene11108	VAMP1
gene11109	TAPBPL
gene11110	CD27
gene11111	LOC105869070
gene11112	LTBR
gene1051	PLCXD2
gene11113	SCNN1A
gene11114	TNFRSF1A
gene11115	PLEKHG6
gene1052	CD96
gene11116	LOC105869054
gene1053	ZBED2
gene11117	LOC109730905
gene11118	LOC105868983
gene11119	CD9
gene11120	VWF
gene11121	LOC105869093
gene11122	LOC105881437
gene1055	NECTIN3
gene11123	NTF3
gene11124	LOC105881439
gene11125	LOC105881440
gene11126	LOC105881434
gene11127	LOC105881441
gene11128	LOC105881435
gene11129	KCNA5
gene11130	LOC105881443
gene11131	KCNA1
gene11132	KCNA6
gene11133	LOC105881447
gene11134	GALNT8
gene11135	NDUFA9
gene11136	AKAP3
gene11137	DYRK4
gene11138	C7H12orf4
gene11139	RAD51AP1
gene11140	FGF6
gene11141	FGF23
gene11142	TIGAR
gene11143	CCND2
gene11144	LOC105881461
gene11145	LOC105881462
gene11146	LOC105881467
gene11147	PARP11
gene11148	LOC105881466
gene11149	CRACR2A
gene1056	LOC109730893
gene11150	PRMT8
gene1059	LOC105883891
gene11151	LOC105881471
gene11152	LOC105881472
gene11153	LOC105881470
gene11154	LOC105881475
gene11155	TSPAN11
gene11156	TSPAN9
gene11157	TEAD4
gene11158	TULP3
gene11159	LOC105881480
gene11160	LOC105881481
gene11161	RHNO1
gene11163	FOXM1
gene11164	NRIP2
gene11165	ITFG2
gene11166	FKBP4
gene11167	LOC105881489
gene11168	LOC105881436
gene11171	LOC105881433
gene11172	LOC105861852
gene1060	LOC105870991
gene11173	USP18
gene11174	LOC105856859
gene11175	LOC105882519
gene11176	LOC105860699
gene11177	LOC109730309
gene11178	LOC105863347
gene11179	LOC105856798
gene11180	LOC105855478
gene11181	LOC105855479
gene1061	LOC105870993
gene11182	LOC105855509
gene11183	PRR13
gene11185	LOC105867185
gene11187	COL6A3
gene11188	LOC109730990
gene11189	MLPH
gene1062	LOC105878064
gene11190	PRLH
gene11191	RAB17
gene11192	LRRFIP1
gene1066	LOC105878060
gene11193	RBM44
gene1067	LOC105878044
gene11194	RAMP1
gene11195	LOC105866421
gene11196	UBE2F
gene11197	SCLY
gene1068	DPPA4
gene11198	ESPNL
gene11199	KLHL30
gene11200	ERFE
gene1069	DPPA2
gene11201	ILKAP
gene11202	LOC105866367
gene11203	LOC105866418
gene11204	HES6
gene11205	LOC105866416
gene11206	PER2
gene1070	MORC1
gene11207	TRAF3IP1
gene11208	LOC105866401
gene11209	ASB1
gene11210	LOC105866397
gene1071	GUCA1C
gene11211	LOC105866443
gene11212	TWIST2
gene11213	HDAC4
gene11214	LOC105866383
gene11215	LOC105866437
gene11216	LOC105866369
gene11217	LOC105866371
gene1072	LOC105878040
gene11218	NDUFA10
gene11219	LOC109730992
gene11220	LOC105866373
gene11221	LOC105866440
gene11222	LOC105866439
gene11223	LOC105866362
gene11225	COPS9
gene11226	OTOS
gene11227	LOC105866372
gene11228	GPC1
gene11229	ANKMY1
gene1074	RETNLB
gene11230	LOC109730993
gene11231	DUSP28
gene11232	RNPEPL1
gene11233	CAPN10
gene1075	DZIP3
gene11234	GPR35
gene11235	LOC105866436
gene11236	KIF1A
gene11237	AGXT
gene11238	C8H2orf54
gene11239	CROCC2
gene11240	SNED1
gene11241	MTERF4
gene11242	PASK
gene11243	PPP1R7
gene11244	HDLBP
gene11245	SEPT2
gene11246	FARP2
gene11247	STK25
gene11248	BOK
gene11249	THAP4
gene11250	ATG4B
gene11251	DTYMK
gene11252	LOC105866394
gene11254	ING5
gene1076	KIAA1524
gene11255	D2HGDH
gene11256	GAL3ST2
gene11257	NEU4
gene1077	MYH15
gene11258	PDCD1
gene11259	RTP5
gene11260	LOC105870115
gene11261	LOC105869246
gene1078	HHLA2
gene11263	LOC105864357
gene11264	LOC105879195
gene11265	LOC105866368
gene11266	LOC105866441
gene11267	COPS8
gene11268	LOC105866442
gene11269	LOC105866432
gene11270	LOC105866431
gene11271	LOC105865700
gene11272	ACKR3
gene11273	LOC105865702
gene11274	LOC105865701
gene11275	LOC109730973
gene11276	IQCA1
gene11277	ASB18
gene11278	LOC105865704
gene11279	GBX2
gene11280	AGAP1
gene11281	LOC105865696
gene11282	LOC105865009
gene11283	SH3BP4
gene11284	LOC105865014
gene11285	LOC105865013
gene11286	LOC105865012
gene11287	LOC105865008
gene11288	ARL4C
gene11289	SPP2
gene11290	LOC105865018
gene1079	IFT57
gene11291	TRPM8
gene11292	LOC105871969
gene11293	LOC105871972
gene11294	LOC105886133
gene1080	CD47
gene11295	MROH2A
gene11296	LOC105886128
gene11297	DNAJB3
gene11298	LOC105886142
gene11299	LOC109730997
gene11300	LOC105886143
gene11301	LOC109730987
gene11302	LOC105886138
gene11303	LOC105886140
gene11304	LOC105886144
gene11305	USP40
gene11306	DGKD
gene11307	SAG
gene11308	ATG16L1
gene11309	INPP5D
gene11310	NEU2
gene11311	NGEF
gene11312	C8H2orf82
gene11313	LOC105886153
gene11314	GIGYF2
gene11315	KCNJ13
gene11317	EFHD1
gene11318	EIF4E2
gene11320	CHRNG
gene11321	CHRND
gene11322	PRSS56
gene11323	LOC105886162
gene11324	ECEL1
gene11325	LOC105886163
gene11326	DIS3L2
gene11327	LOC105886168
gene11328	LOC105886167
gene11329	LOC105886166
gene11330	NPPC
gene1081	BBX
gene11331	COPS7B
gene11332	PDE6D
gene11333	LOC109730974
gene11334	LOC105854775
gene11335	LOC105854776
gene11336	PTMA
gene11337	LOC105869265
gene11338	LOC105869266
gene11339	TEX44
gene11340	NMUR1
gene11342	NCL
gene11343	B3GNT7
gene11344	LOC105862829
gene11345	LOC109730998
gene11346	LOC105862833
gene11347	PSMD1
gene11348	HTR2B
gene11349	C8H2orf72
gene11350	LOC105862882
gene11351	SPATA3
gene11352	LOC105862884
gene11354	GPR55
gene11355	LOC105862885
gene11356	ITM2C
gene11357	CAB39
gene11358	LOC105862844
gene11359	LOC105862866
gene11361	LOC105862812
gene11362	LOC109731000
gene11363	LOC105862858
gene11364	LOC105862859
gene11365	LOC105862862
gene11366	LOC105862860
gene11369	LOC105862857
gene11370	LOC105862865
gene11371	SP110
gene11372	TRIP12
gene11374	DNER
gene11375	LOC109731002
gene11376	PID1
gene11377	LOC105862818
gene11378	SPHKAP
gene11379	DAW1
gene1082	LOC105878057
gene11380	CCL20
gene11381	LOC105862816
gene11382	LOC105862814
gene11383	SLC19A3
gene11384	LOC105862878
gene11385	LOC105862879
gene11386	LOC109731004
gene11387	LOC105862880
gene11388	AGFG1
gene1083	LOC105878047
gene11389	LOC105862854
gene11390	LOC105862856
gene11391	TM4SF20
gene1084	LOC105878048
gene11392	MFF
gene1085	CCDC54
gene11393	COL4A3
gene11394	LOC105862840
gene11395	RHBDD1
gene1086	LOC105878056
gene11396	LOC105862870
gene11397	IRS1
gene11398	LOC105862872
gene11399	LOC105862819
gene11400	LOC105862815
gene11401	LOC105862817
gene11402	LOC105862820
gene11403	NYAP2
gene1087	LOC105878032
gene111	LOC105872713
gene11404	LOC105862851
gene1090	CBLB
gene11405	LOC105862850
gene11406	DOCK10
gene11407	LOC105862847
gene11408	CUL3
gene11410	FAM124B
gene11411	LOC105862874
gene11412	LOC105862889
gene11414	SERPINE2
gene11415	MRPL44
gene11416	WDFY1
gene11417	AP1S3
gene11418	SCG2
gene11419	LOC105858652
gene11420	KCNE4
gene11421	ACSL3
gene11422	MOGAT1
gene11423	FARSB
gene11424	SGPP2
gene11425	LOC105858644
gene11427	PAX3
gene11429	LOC105858649
gene11430	LOC105858650
gene11431	EPHA4
gene1091	ALCAM
gene11432	LOC105858657
gene11433	LOC105858639
gene11434	LOC105858636
gene11435	LOC105858638
gene11436	LOC105858640
gene11437	LOC109731007
gene11438	SLC4A3
gene1092	LOC105878055
gene113	LOC109731157
gene11439	STK11IP
gene11440	INHA
gene11441	OBSL1
gene1093	LOC105878054
gene11442	TMEM198
gene11443	CHPF
gene11444	ASIC4
gene11445	GMPPA
gene1094	LOC105879420
gene11446	LOC105857662
gene11447	SPEG
gene1095	ZPLD1
gene11448	DES
gene1097	LOC105879431
gene11449	DNPEP
gene11450	RESP18
gene11451	PTPRN
gene11452	DNAJB2
gene11453	LOC105857668
gene11454	TUBA4A
gene11455	STK16
gene11456	GLB1L
gene11457	ANKZF1
gene11458	ATG9A
gene1101	LOC105879427
gene11459	ABCB6
gene11460	ZFAND2B
gene11461	FAM134A
gene11462	CNPPD1
gene1102	NFKBIZ
gene11463	SLC23A3
gene11464	NHEJ1
gene11465	IHH
gene114	GALNT15
gene11466	CFAP65
gene11467	CRYBA2
gene11468	FEV
gene11469	CDK5R2
gene11470	LOC105857719
gene11471	WNT10A
gene11472	WNT6
gene11473	PRKAG3
gene11474	LOC105857702
gene11475	TTLL4
gene11476	STK36
gene11477	RNF25
gene11478	LOC105857696
gene1103	LOC105879435
gene11479	LOC105857695
gene11480	ZNF142
gene11481	PLCD4
gene1104	NXPE3
gene11482	CNOT9
gene11483	USP37
gene11485	VIL1
gene11486	CTDSP1
gene11487	SLC11A1
gene11488	CATIP
gene11489	PNKD
gene11490	TMBIM1
gene11491	AAMP
gene11492	GPBAR1
gene11493	ARPC2
gene11494	LOC105857685
gene11495	CXCR1
gene11496	CXCR2
gene11497	RUFY4
gene11500	LOC105857711
gene11501	LOC105857650
gene11502	LOC105857653
gene11503	LOC105857697
gene11504	LOC105857699
gene11505	TNS1
